bundle_idx,file_id,start_idx,end_idx,start_time,end_time,bundle_path
2588,file_10,2700,2730,2024-06-13 14:52:43.716,2024-06-13 14:52:46.550,./eeg_bundles\bundles\bundles\bundle_2588.npy
2589,file_10,2730,2760,2024-06-13 14:52:46.583,2024-06-13 14:52:49.457,./eeg_bundles\bundles\bundles\bundle_2589.npy
2590,file_10,2760,2790,2024-06-13 14:52:49.495,2024-06-13 14:52:52.622,./eeg_bundles\bundles\bundles\bundle_2590.npy
2591,file_10,2790,2820,2024-06-13 14:52:52.782,2024-06-13 14:52:55.576,./eeg_bundles\bundles\bundles\bundle_2591.npy
2592,file_10,2820,2850,2024-06-13 14:52:55.647,2024-06-13 14:52:58.635,./eeg_bundles\bundles\bundles\bundle_2592.npy
2593,file_10,2850,2880,2024-06-13 14:52:58.639,2024-06-13 14:53:01.647,./eeg_bundles\bundles\bundles\bundle_2593.npy
2594,file_10,2880,2910,2024-06-13 14:53:01.809,2024-06-13 14:53:04.752,./eeg_bundles\bundles\bundles\bundle_2594.npy
2595,file_10,2910,2940,2024-06-13 14:53:04.766,2024-06-13 14:53:07.623,./eeg_bundles\bundles\bundles\bundle_2595.npy
2596,file_10,2940,2970,2024-06-13 14:53:07.758,2024-06-13 14:53:10.879,./eeg_bundles\bundles\bundles\bundle_2596.npy
2597,file_10,2970,3000,2024-06-13 14:53:11.048,2024-06-13 14:53:13.608,./eeg_bundles\bundles\bundles\bundle_2597.npy
2598,file_10,3000,3030,2024-06-13 14:53:13.702,2024-06-13 14:53:16.529,./eeg_bundles\bundles\bundles\bundle_2598.npy
2599,file_10,3030,3060,2024-06-13 14:53:16.608,2024-06-13 14:53:19.566,./eeg_bundles\bundles\bundles\bundle_2599.npy
2600,file_10,3060,3090,2024-06-13 14:53:19.582,2024-06-13 14:53:22.519,./eeg_bundles\bundles\bundles\bundle_2600.npy
2601,file_10,3090,3120,2024-06-13 14:53:22.716,2024-06-13 14:53:25.505,./eeg_bundles\bundles\bundles\bundle_2601.npy
2602,file_10,3120,3150,2024-06-13 14:53:25.665,2024-06-13 14:53:28.582,./eeg_bundles\bundles\bundles\bundle_2602.npy
2603,file_10,3150,3180,2024-06-13 14:53:28.676,2024-06-13 14:53:31.793,./eeg_bundles\bundles\bundles\bundle_2603.npy
2604,file_10,3180,3210,2024-06-13 14:53:31.855,2024-06-13 14:53:34.506,./eeg_bundles\bundles\bundles\bundle_2604.npy
2605,file_10,3210,3240,2024-06-13 14:53:34.676,2024-06-13 14:53:37.616,./eeg_bundles\bundles\bundles\bundle_2605.npy
2606,file_10,3240,3270,2024-06-13 14:53:37.730,2024-06-13 14:53:40.686,./eeg_bundles\bundles\bundles\bundle_2606.npy
2607,file_10,3270,3300,2024-06-13 14:53:40.729,2024-06-13 14:53:43.604,./eeg_bundles\bundles\bundles\bundle_2607.npy
2608,file_10,3300,3330,2024-06-13 14:53:43.661,2024-06-13 14:53:46.612,./eeg_bundles\bundles\bundles\bundle_2608.npy
2609,file_10,3330,3360,2024-06-13 14:53:46.712,2024-06-13 14:53:49.611,./eeg_bundles\bundles\bundles\bundle_2609.npy
2610,file_10,3360,3390,2024-06-13 14:53:49.814,2024-06-13 14:53:52.560,./eeg_bundles\bundles\bundles\bundle_2610.npy
2611,file_10,3390,3420,2024-06-13 14:53:52.594,2024-06-13 14:53:55.430,./eeg_bundles\bundles\bundles\bundle_2611.npy
2612,file_10,3420,3450,2024-06-13 14:53:55.589,2024-06-13 14:53:58.543,./eeg_bundles\bundles\bundles\bundle_2612.npy
2613,file_10,3450,3480,2024-06-13 14:53:58.670,2024-06-13 14:54:01.721,./eeg_bundles\bundles\bundles\bundle_2613.npy
2614,file_10,3480,3510,2024-06-13 14:54:01.788,2024-06-13 14:54:04.514,./eeg_bundles\bundles\bundles\bundle_2614.npy
2615,file_10,3510,3540,2024-06-13 14:54:04.552,2024-06-13 14:54:07.763,./eeg_bundles\bundles\bundles\bundle_2615.npy
2616,file_10,3540,3570,2024-06-13 14:54:07.962,2024-06-13 14:54:10.494,./eeg_bundles\bundles\bundles\bundle_2616.npy
2617,file_10,3570,3600,2024-06-13 14:54:10.505,2024-06-13 14:54:13.637,./eeg_bundles\bundles\bundles\bundle_2617.npy
2618,file_10,3600,3630,2024-06-13 14:54:13.638,2024-06-13 14:54:16.197,./eeg_bundles\bundles\bundles\bundle_2618.npy
2619,file_10,3630,3660,2024-06-13 14:54:16.312,2024-06-13 14:54:19.460,./eeg_bundles\bundles\bundles\bundle_2619.npy
2620,file_10,3660,3690,2024-06-13 14:54:19.499,2024-06-13 14:54:22.559,./eeg_bundles\bundles\bundles\bundle_2620.npy
2621,file_10,3690,3720,2024-06-13 14:54:22.658,2024-06-13 14:54:25.675,./eeg_bundles\bundles\bundles\bundle_2621.npy
2622,file_10,3720,3750,2024-06-13 14:54:25.919,2024-06-13 14:54:28.626,./eeg_bundles\bundles\bundles\bundle_2622.npy
2623,file_10,3750,3780,2024-06-13 14:54:28.683,2024-06-13 14:54:31.537,./eeg_bundles\bundles\bundles\bundle_2623.npy
2624,file_10,3780,3810,2024-06-13 14:54:31.575,2024-06-13 14:54:34.520,./eeg_bundles\bundles\bundles\bundle_2624.npy
2625,file_10,3810,3840,2024-06-13 14:54:34.613,2024-06-13 14:54:37.538,./eeg_bundles\bundles\bundles\bundle_2625.npy
2626,file_10,3840,3870,2024-06-13 14:54:37.762,2024-06-13 14:54:41.135,./eeg_bundles\bundles\bundles\bundle_2626.npy
2627,file_10,3870,3900,2024-06-13 14:54:41.272,2024-06-13 14:54:43.629,./eeg_bundles\bundles\bundles\bundle_2627.npy
2628,file_10,3900,3930,2024-06-13 14:54:43.692,2024-06-13 14:54:46.171,./eeg_bundles\bundles\bundles\bundle_2628.npy
2629,file_10,3930,3960,2024-06-13 14:54:46.278,2024-06-13 14:54:49.370,./eeg_bundles\bundles\bundles\bundle_2629.npy
2630,file_10,3960,3990,2024-06-13 14:54:49.486,2024-06-13 14:54:52.269,./eeg_bundles\bundles\bundles\bundle_2630.npy
2631,file_10,3990,4020,2024-06-13 14:54:52.312,2024-06-13 14:54:55.581,./eeg_bundles\bundles\bundles\bundle_2631.npy
2632,file_10,4020,4050,2024-06-13 14:54:55.697,2024-06-13 14:54:58.637,./eeg_bundles\bundles\bundles\bundle_2632.npy
2633,file_10,4050,4080,2024-06-13 14:54:58.638,2024-06-13 14:55:01.703,./eeg_bundles\bundles\bundles\bundle_2633.npy
2634,file_10,4080,4110,2024-06-13 14:55:01.801,2024-06-13 14:55:04.485,./eeg_bundles\bundles\bundles\bundle_2634.npy
2635,file_10,4110,4140,2024-06-13 14:55:04.566,2024-06-13 14:55:07.520,./eeg_bundles\bundles\bundles\bundle_2635.npy
2636,file_10,4140,4170,2024-06-13 14:55:07.610,2024-06-13 14:55:10.547,./eeg_bundles\bundles\bundles\bundle_2636.npy
2637,file_10,4170,4200,2024-06-13 14:55:10.583,2024-06-13 14:55:13.637,./eeg_bundles\bundles\bundles\bundle_2637.npy
2638,file_10,4200,4230,2024-06-13 14:55:13.638,2024-06-13 14:55:16.493,./eeg_bundles\bundles\bundles\bundle_2638.npy
2639,file_10,4230,4260,2024-06-13 14:55:16.564,2024-06-13 14:55:19.551,./eeg_bundles\bundles\bundles\bundle_2639.npy
2640,file_10,4260,4290,2024-06-13 14:55:19.591,2024-06-13 14:55:22.597,./eeg_bundles\bundles\bundles\bundle_2640.npy
2641,file_10,4290,4320,2024-06-13 14:55:22.734,2024-06-13 14:55:25.697,./eeg_bundles\bundles\bundles\bundle_2641.npy
2642,file_10,4320,4350,2024-06-13 14:55:25.882,2024-06-13 14:55:28.618,./eeg_bundles\bundles\bundles\bundle_2642.npy
2643,file_10,4350,4380,2024-06-13 14:55:28.643,2024-06-13 14:55:31.517,./eeg_bundles\bundles\bundles\bundle_2643.npy
2644,file_10,4380,4410,2024-06-13 14:55:31.634,2024-06-13 14:55:34.476,./eeg_bundles\bundles\bundles\bundle_2644.npy
2645,file_10,4410,4440,2024-06-13 14:55:34.582,2024-06-13 14:55:37.407,./eeg_bundles\bundles\bundles\bundle_2645.npy
2646,file_10,4440,4470,2024-06-13 14:55:37.574,2024-06-13 14:55:41.205,./eeg_bundles\bundles\bundles\bundle_2646.npy
2647,file_10,4470,4500,2024-06-13 14:55:41.214,2024-06-13 14:55:43.625,./eeg_bundles\bundles\bundles\bundle_2647.npy
2648,file_10,4500,4530,2024-06-13 14:55:43.657,2024-06-13 14:55:46.590,./eeg_bundles\bundles\bundles\bundle_2648.npy
2649,file_10,4530,4560,2024-06-13 14:55:46.660,2024-06-13 14:55:49.546,./eeg_bundles\bundles\bundles\bundle_2649.npy
2650,file_10,4560,4590,2024-06-13 14:55:49.683,2024-06-13 14:55:52.756,./eeg_bundles\bundles\bundles\bundle_2650.npy
2651,file_10,4590,4620,2024-06-13 14:55:52.803,2024-06-13 14:55:55.365,./eeg_bundles\bundles\bundles\bundle_2651.npy
2652,file_10,4620,4650,2024-06-13 14:55:55.458,2024-06-13 14:55:58.603,./eeg_bundles\bundles\bundles\bundle_2652.npy
2653,file_10,4650,4680,2024-06-13 14:55:58.690,2024-06-13 14:56:01.112,./eeg_bundles\bundles\bundles\bundle_2653.npy
2654,file_10,4680,4710,2024-06-13 14:56:01.243,2024-06-13 14:56:04.653,./eeg_bundles\bundles\bundles\bundle_2654.npy
2655,file_10,4710,4740,2024-06-13 14:56:04.663,2024-06-13 14:56:07.909,./eeg_bundles\bundles\bundles\bundle_2655.npy
2656,file_10,4740,4770,2024-06-13 14:56:07.980,2024-06-13 14:56:11.668,./eeg_bundles\bundles\bundles\bundle_2656.npy
2657,file_10,4770,4800,2024-06-13 14:56:11.702,2024-06-13 14:56:13.571,./eeg_bundles\bundles\bundles\bundle_2657.npy
2658,file_10,4800,4830,2024-06-13 14:56:13.671,2024-06-13 14:56:16.150,./eeg_bundles\bundles\bundles\bundle_2658.npy
2659,file_10,4830,4860,2024-06-13 14:56:16.327,2024-06-13 14:56:19.777,./eeg_bundles\bundles\bundles\bundle_2659.npy
2660,file_10,4860,4890,2024-06-13 14:56:19.946,2024-06-13 14:56:22.573,./eeg_bundles\bundles\bundles\bundle_2660.npy
2661,file_10,4890,4920,2024-06-13 14:56:22.588,2024-06-13 14:56:25.474,./eeg_bundles\bundles\bundles\bundle_2661.npy
2662,file_10,4920,4950,2024-06-13 14:56:25.643,2024-06-13 14:56:28.608,./eeg_bundles\bundles\bundles\bundle_2662.npy
2663,file_10,4950,4980,2024-06-13 14:56:28.638,2024-06-13 14:56:31.536,./eeg_bundles\bundles\bundles\bundle_2663.npy
2664,file_10,4980,5010,2024-06-13 14:56:31.577,2024-06-13 14:56:34.379,./eeg_bundles\bundles\bundles\bundle_2664.npy
2665,file_10,5010,5040,2024-06-13 14:56:34.522,2024-06-13 14:56:37.719,./eeg_bundles\bundles\bundles\bundle_2665.npy
2666,file_10,5040,5070,2024-06-13 14:56:37.950,2024-06-13 14:56:40.400,./eeg_bundles\bundles\bundles\bundle_2666.npy
2667,file_10,5070,5100,2024-06-13 14:56:40.616,2024-06-13 14:56:43.580,./eeg_bundles\bundles\bundles\bundle_2667.npy
2668,file_10,5100,5130,2024-06-13 14:56:43.643,2024-06-13 14:56:46.372,./eeg_bundles\bundles\bundles\bundle_2668.npy
2669,file_10,5130,5160,2024-06-13 14:56:46.554,2024-06-13 14:56:49.363,./eeg_bundles\bundles\bundles\bundle_2669.npy
2670,file_10,5160,5190,2024-06-13 14:56:49.412,2024-06-13 14:56:52.568,./eeg_bundles\bundles\bundles\bundle_2670.npy
2671,file_10,5190,5220,2024-06-13 14:56:52.648,2024-06-13 14:56:55.921,./eeg_bundles\bundles\bundles\bundle_2671.npy
2672,file_10,5220,5250,2024-06-13 14:56:55.935,2024-06-13 14:56:58.637,./eeg_bundles\bundles\bundles\bundle_2672.npy
2673,file_10,5250,5280,2024-06-13 14:56:58.638,2024-06-13 14:57:01.721,./eeg_bundles\bundles\bundles\bundle_2673.npy
2674,file_10,5280,5310,2024-06-13 14:57:01.914,2024-06-13 14:57:04.875,./eeg_bundles\bundles\bundles\bundle_2674.npy
2675,file_10,5310,5340,2024-06-13 14:57:04.913,2024-06-13 14:57:07.551,./eeg_bundles\bundles\bundles\bundle_2675.npy
2676,file_10,5340,5370,2024-06-13 14:57:07.649,2024-06-13 14:57:10.884,./eeg_bundles\bundles\bundles\bundle_2676.npy
2677,file_10,5370,5400,2024-06-13 14:57:10.978,2024-06-13 14:57:13.561,./eeg_bundles\bundles\bundles\bundle_2677.npy
2678,file_10,5400,5430,2024-06-13 14:57:13.755,2024-06-13 14:57:16.591,./eeg_bundles\bundles\bundles\bundle_2678.npy
2679,file_10,5430,5460,2024-06-13 14:57:16.754,2024-06-13 14:57:19.830,./eeg_bundles\bundles\bundles\bundle_2679.npy
2680,file_10,5460,5490,2024-06-13 14:57:19.992,2024-06-13 14:57:22.842,./eeg_bundles\bundles\bundles\bundle_2680.npy
2681,file_10,5490,5520,2024-06-13 14:57:22.855,2024-06-13 14:57:25.672,./eeg_bundles\bundles\bundles\bundle_2681.npy
2682,file_10,5520,5550,2024-06-13 14:57:25.767,2024-06-13 14:57:28.519,./eeg_bundles\bundles\bundles\bundle_2682.npy
2683,file_10,5550,5580,2024-06-13 14:57:28.677,2024-06-13 14:57:31.800,./eeg_bundles\bundles\bundles\bundle_2683.npy
2684,file_10,5580,5610,2024-06-13 14:57:31.805,2024-06-13 14:57:34.415,./eeg_bundles\bundles\bundles\bundle_2684.npy
2685,file_10,5610,5640,2024-06-13 14:57:34.460,2024-06-13 14:57:37.515,./eeg_bundles\bundles\bundles\bundle_2685.npy
2686,file_10,5640,5670,2024-06-13 14:57:37.562,2024-06-13 14:57:40.953,./eeg_bundles\bundles\bundles\bundle_2686.npy
2687,file_10,5670,5700,2024-06-13 14:57:40.990,2024-06-13 14:57:43.621,./eeg_bundles\bundles\bundles\bundle_2687.npy
2688,file_10,5700,5730,2024-06-13 14:57:43.684,2024-06-13 14:57:46.646,./eeg_bundles\bundles\bundles\bundle_2688.npy
2689,file_10,5730,5760,2024-06-13 14:57:46.827,2024-06-13 14:57:49.286,./eeg_bundles\bundles\bundles\bundle_2689.npy
2690,file_10,5760,5790,2024-06-13 14:57:49.446,2024-06-13 14:57:52.610,./eeg_bundles\bundles\bundles\bundle_2690.npy
2691,file_10,5790,5820,2024-06-13 14:57:52.744,2024-06-13 14:57:55.880,./eeg_bundles\bundles\bundles\bundle_2691.npy
2692,file_10,5820,5850,2024-06-13 14:57:55.943,2024-06-13 14:57:58.633,./eeg_bundles\bundles\bundles\bundle_2692.npy
2693,file_10,5850,5880,2024-06-13 14:57:58.691,2024-06-13 14:58:01.657,./eeg_bundles\bundles\bundles\bundle_2693.npy
2694,file_10,5880,5910,2024-06-13 14:58:01.745,2024-06-13 14:58:04.661,./eeg_bundles\bundles\bundles\bundle_2694.npy
2695,file_10,5910,5940,2024-06-13 14:58:04.698,2024-06-13 14:58:07.580,./eeg_bundles\bundles\bundles\bundle_2695.npy
2696,file_10,5940,5970,2024-06-13 14:58:07.737,2024-06-13 14:58:10.669,./eeg_bundles\bundles\bundles\bundle_2696.npy
2697,file_10,5970,6000,2024-06-13 14:58:10.897,2024-06-13 14:58:13.633,./eeg_bundles\bundles\bundles\bundle_2697.npy
2698,file_10,6000,6030,2024-06-13 14:58:13.802,2024-06-13 14:58:16.365,./eeg_bundles\bundles\bundles\bundle_2698.npy
2699,file_10,6030,6060,2024-06-13 14:58:16.498,2024-06-13 14:58:19.700,./eeg_bundles\bundles\bundles\bundle_2699.npy
2700,file_10,6060,6090,2024-06-13 14:58:19.846,2024-06-13 14:58:22.235,./eeg_bundles\bundles\bundles\bundle_2700.npy
2701,file_10,6090,6120,2024-06-13 14:58:22.364,2024-06-13 14:58:25.219,./eeg_bundles\bundles\bundles\bundle_2701.npy
2702,file_10,6120,6150,2024-06-13 14:58:25.259,2024-06-13 14:58:28.517,./eeg_bundles\bundles\bundles\bundle_2702.npy
2703,file_10,6150,6180,2024-06-13 14:58:28.706,2024-06-13 14:58:31.908,./eeg_bundles\bundles\bundles\bundle_2703.npy
2704,file_10,6180,6210,2024-06-13 14:58:31.973,2024-06-13 14:58:34.395,./eeg_bundles\bundles\bundles\bundle_2704.npy
2705,file_10,6210,6240,2024-06-13 14:58:34.449,2024-06-13 14:58:37.174,./eeg_bundles\bundles\bundles\bundle_2705.npy
2706,file_10,6240,6270,2024-06-13 14:58:37.259,2024-06-13 14:58:40.573,./eeg_bundles\bundles\bundles\bundle_2706.npy
2707,file_10,6270,6300,2024-06-13 14:58:40.622,2024-06-13 14:58:43.560,./eeg_bundles\bundles\bundles\bundle_2707.npy
2708,file_10,6300,6330,2024-06-13 14:58:43.667,2024-06-13 14:58:46.243,./eeg_bundles\bundles\bundles\bundle_2708.npy
2709,file_10,6330,6360,2024-06-13 14:58:46.491,2024-06-13 14:58:49.862,./eeg_bundles\bundles\bundles\bundle_2709.npy
2710,file_10,6360,6390,2024-06-13 14:58:49.905,2024-06-13 14:58:52.440,./eeg_bundles\bundles\bundles\bundle_2710.npy
2711,file_10,6390,6420,2024-06-13 14:58:52.610,2024-06-13 14:58:55.559,./eeg_bundles\bundles\bundles\bundle_2711.npy
2712,file_10,6420,6450,2024-06-13 14:58:55.602,2024-06-13 14:58:58.573,./eeg_bundles\bundles\bundles\bundle_2712.npy
2713,file_10,6450,6480,2024-06-13 14:58:58.674,2024-06-13 14:59:01.894,./eeg_bundles\bundles\bundles\bundle_2713.npy
2714,file_10,6480,6510,2024-06-13 14:59:01.929,2024-06-13 14:59:04.266,./eeg_bundles\bundles\bundles\bundle_2714.npy
2715,file_10,6510,6540,2024-06-13 14:59:04.398,2024-06-13 14:59:07.578,./eeg_bundles\bundles\bundles\bundle_2715.npy
2716,file_10,6540,6570,2024-06-13 14:59:07.617,2024-06-13 14:59:10.447,./eeg_bundles\bundles\bundles\bundle_2716.npy
2717,file_10,6570,6600,2024-06-13 14:59:10.680,2024-06-13 14:59:13.608,./eeg_bundles\bundles\bundles\bundle_2717.npy
2718,file_10,6600,6630,2024-06-13 14:59:13.654,2024-06-13 14:59:16.307,./eeg_bundles\bundles\bundles\bundle_2718.npy
2719,file_10,6630,6660,2024-06-13 14:59:16.422,2024-06-13 14:59:19.323,./eeg_bundles\bundles\bundles\bundle_2719.npy
2720,file_10,6660,6690,2024-06-13 14:59:19.461,2024-06-13 14:59:21.829,./eeg_bundles\bundles\bundles\bundle_2720.npy
2721,file_10,6690,6720,2024-06-13 14:59:22.003,2024-06-13 14:59:25.574,./eeg_bundles\bundles\bundles\bundle_2721.npy
2722,file_10,6720,6750,2024-06-13 14:59:25.652,2024-06-13 14:59:28.620,./eeg_bundles\bundles\bundles\bundle_2722.npy
2723,file_10,6750,6780,2024-06-13 14:59:28.646,2024-06-13 14:59:31.138,./eeg_bundles\bundles\bundles\bundle_2723.npy
2724,file_10,6780,6810,2024-06-13 14:59:31.235,2024-06-13 14:59:34.829,./eeg_bundles\bundles\bundles\bundle_2724.npy
2725,file_10,6810,6840,2024-06-13 14:59:34.868,2024-06-13 14:59:37.698,./eeg_bundles\bundles\bundles\bundle_2725.npy
2726,file_10,6840,6870,2024-06-13 14:59:37.735,2024-06-13 14:59:40.456,./eeg_bundles\bundles\bundles\bundle_2726.npy
2727,file_10,6870,6900,2024-06-13 14:59:40.591,2024-06-13 14:59:43.623,./eeg_bundles\bundles\bundles\bundle_2727.npy
2728,file_10,6900,6930,2024-06-13 14:59:43.650,2024-06-13 14:59:46.601,./eeg_bundles\bundles\bundles\bundle_2728.npy
2729,file_10,6930,6960,2024-06-13 14:59:46.741,2024-06-13 14:59:49.515,./eeg_bundles\bundles\bundles\bundle_2729.npy
2730,file_10,6960,6990,2024-06-13 14:59:49.623,2024-06-13 14:59:52.548,./eeg_bundles\bundles\bundles\bundle_2730.npy
2731,file_10,6990,7020,2024-06-13 14:59:52.656,2024-06-13 14:59:55.612,./eeg_bundles\bundles\bundles\bundle_2731.npy
2732,file_10,7020,7050,2024-06-13 14:59:55.734,2024-06-13 14:59:58.633,./eeg_bundles\bundles\bundles\bundle_2732.npy
2733,file_10,7050,7080,2024-06-13 14:59:58.658,2024-06-13 15:00:01.380,./eeg_bundles\bundles\bundles\bundle_2733.npy
2734,file_10,7080,7110,2024-06-13 15:00:01.393,2024-06-13 15:00:04.329,./eeg_bundles\bundles\bundles\bundle_2734.npy
2735,file_10,7110,7140,2024-06-13 15:00:04.340,2024-06-13 15:00:07.892,./eeg_bundles\bundles\bundles\bundle_2735.npy
2736,file_10,7140,7170,2024-06-13 15:00:07.924,2024-06-13 15:00:10.664,./eeg_bundles\bundles\bundles\bundle_2736.npy
2737,file_10,7170,7200,2024-06-13 15:00:10.704,2024-06-13 15:00:13.637,./eeg_bundles\bundles\bundles\bundle_2737.npy
2738,file_10,7200,7230,2024-06-13 15:00:13.638,2024-06-13 15:00:16.700,./eeg_bundles\bundles\bundles\bundle_2738.npy
2739,file_10,7230,7260,2024-06-13 15:00:16.774,2024-06-13 15:00:19.454,./eeg_bundles\bundles\bundles\bundle_2739.npy
2740,file_10,7260,7290,2024-06-13 15:00:19.470,2024-06-13 15:00:22.887,./eeg_bundles\bundles\bundles\bundle_2740.npy
2741,file_10,7290,7320,2024-06-13 15:00:22.900,2024-06-13 15:00:25.558,./eeg_bundles\bundles\bundles\bundle_2741.npy
2742,file_10,7320,7350,2024-06-13 15:00:25.672,2024-06-13 15:00:28.568,./eeg_bundles\bundles\bundles\bundle_2742.npy
2743,file_10,7350,7380,2024-06-13 15:00:28.657,2024-06-13 15:00:29.832,./eeg_bundles\bundles\bundles\bundle_2743.npy
2744,file_10,7380,7410,2024-06-13 15:00:29.837,2024-06-13 15:00:43.018,./eeg_bundles\bundles\bundles\bundle_2744.npy
2745,file_10,7410,7440,2024-06-13 15:00:43.081,2024-06-13 15:00:43.424,./eeg_bundles\bundles\bundles\bundle_2745.npy
2746,file_10,7440,7470,2024-06-13 15:00:43.483,2024-06-13 15:00:45.569,./eeg_bundles\bundles\bundles\bundle_2746.npy
2747,file_10,7470,7500,2024-06-13 15:00:45.798,2024-06-13 15:00:48.602,./eeg_bundles\bundles\bundles\bundle_2747.npy
2748,file_10,7500,7530,2024-06-13 15:00:48.691,2024-06-13 15:00:51.726,./eeg_bundles\bundles\bundles\bundle_2748.npy
2749,file_10,7530,7560,2024-06-13 15:00:51.794,2024-06-13 15:00:54.590,./eeg_bundles\bundles\bundles\bundle_2749.npy
2750,file_10,7560,7590,2024-06-13 15:00:54.706,2024-06-13 15:00:57.612,./eeg_bundles\bundles\bundles\bundle_2750.npy
2751,file_10,7590,7620,2024-06-13 15:00:57.706,2024-06-13 15:01:00.653,./eeg_bundles\bundles\bundles\bundle_2751.npy
2752,file_10,7620,7650,2024-06-13 15:01:00.665,2024-06-13 15:01:03.637,./eeg_bundles\bundles\bundles\bundle_2752.npy
2753,file_10,7650,7680,2024-06-13 15:01:03.638,2024-06-13 15:01:06.600,./eeg_bundles\bundles\bundles\bundle_2753.npy
2754,file_10,7680,7710,2024-06-13 15:01:06.704,2024-06-13 15:01:09.598,./eeg_bundles\bundles\bundles\bundle_2754.npy
2755,file_10,7710,7740,2024-06-13 15:01:09.669,2024-06-13 15:01:12.615,./eeg_bundles\bundles\bundles\bundle_2755.npy
2756,file_10,7740,7770,2024-06-13 15:01:12.711,2024-06-13 15:01:15.573,./eeg_bundles\bundles\bundles\bundle_2756.npy
2757,file_10,7770,7800,2024-06-13 15:01:15.646,2024-06-13 15:01:18.637,./eeg_bundles\bundles\bundles\bundle_2757.npy
2758,file_10,7800,7830,2024-06-13 15:01:18.638,2024-06-13 15:01:21.581,./eeg_bundles\bundles\bundles\bundle_2758.npy
2759,file_10,7830,7860,2024-06-13 15:01:21.739,2024-06-13 15:01:24.525,./eeg_bundles\bundles\bundles\bundle_2759.npy
2760,file_10,7860,7890,2024-06-13 15:01:24.563,2024-06-13 15:01:27.535,./eeg_bundles\bundles\bundles\bundle_2760.npy
2761,file_10,7890,7920,2024-06-13 15:01:27.673,2024-06-13 15:01:30.565,./eeg_bundles\bundles\bundles\bundle_2761.npy
2762,file_10,7920,7950,2024-06-13 15:01:30.670,2024-06-13 15:01:33.616,./eeg_bundles\bundles\bundles\bundle_2762.npy
2763,file_10,7950,7980,2024-06-13 15:01:33.647,2024-06-13 15:01:36.624,./eeg_bundles\bundles\bundles\bundle_2763.npy
2764,file_10,7980,8010,2024-06-13 15:01:36.666,2024-06-13 15:01:39.529,./eeg_bundles\bundles\bundles\bundle_2764.npy
2765,file_10,8010,8040,2024-06-13 15:01:39.658,2024-06-13 15:01:42.595,./eeg_bundles\bundles\bundles\bundle_2765.npy
2766,file_10,8040,8070,2024-06-13 15:01:42.765,2024-06-13 15:01:45.592,./eeg_bundles\bundles\bundles\bundle_2766.npy
2767,file_10,8070,8100,2024-06-13 15:01:45.655,2024-06-13 15:01:48.637,./eeg_bundles\bundles\bundles\bundle_2767.npy
2768,file_10,8100,8130,2024-06-13 15:01:48.638,2024-06-13 15:01:51.533,./eeg_bundles\bundles\bundles\bundle_2768.npy
2769,file_10,8130,8160,2024-06-13 15:01:51.600,2024-06-13 15:01:54.468,./eeg_bundles\bundles\bundles\bundle_2769.npy
2770,file_10,8160,8190,2024-06-13 15:01:54.566,2024-06-13 15:01:57.587,./eeg_bundles\bundles\bundles\bundle_2770.npy
2771,file_10,8190,8220,2024-06-13 15:01:57.685,2024-06-13 15:02:00.553,./eeg_bundles\bundles\bundles\bundle_2771.npy
2772,file_10,8220,8250,2024-06-13 15:02:00.651,2024-06-13 15:02:03.634,./eeg_bundles\bundles\bundles\bundle_2772.npy
2773,file_10,8250,8280,2024-06-13 15:02:03.703,2024-06-13 15:02:06.560,./eeg_bundles\bundles\bundles\bundle_2773.npy
2774,file_10,8280,8310,2024-06-13 15:02:06.678,2024-06-13 15:02:09.516,./eeg_bundles\bundles\bundles\bundle_2774.npy
2775,file_10,8310,8340,2024-06-13 15:02:09.654,2024-06-13 15:02:12.738,./eeg_bundles\bundles\bundles\bundle_2775.npy
2776,file_10,8340,8370,2024-06-13 15:02:12.875,2024-06-13 15:02:15.537,./eeg_bundles\bundles\bundles\bundle_2776.npy
2777,file_10,8370,8400,2024-06-13 15:02:15.667,2024-06-13 15:02:18.637,./eeg_bundles\bundles\bundles\bundle_2777.npy
2778,file_10,8400,8430,2024-06-13 15:02:18.638,2024-06-13 15:02:21.561,./eeg_bundles\bundles\bundles\bundle_2778.npy
2779,file_10,8430,8460,2024-06-13 15:02:21.697,2024-06-13 15:02:24.597,./eeg_bundles\bundles\bundles\bundle_2779.npy
2780,file_10,8460,8490,2024-06-13 15:02:24.637,2024-06-13 15:02:27.599,./eeg_bundles\bundles\bundles\bundle_2780.npy
2781,file_10,8490,8520,2024-06-13 15:02:27.727,2024-06-13 15:02:30.563,./eeg_bundles\bundles\bundles\bundle_2781.npy
2782,file_10,8520,8550,2024-06-13 15:02:30.691,2024-06-13 15:02:33.579,./eeg_bundles\bundles\bundles\bundle_2782.npy
2783,file_10,8550,8580,2024-06-13 15:02:33.671,2024-06-13 15:02:36.740,./eeg_bundles\bundles\bundles\bundle_2783.npy
2784,file_10,8580,8610,2024-06-13 15:02:36.805,2024-06-13 15:02:39.558,./eeg_bundles\bundles\bundles\bundle_2784.npy
2785,file_10,8610,8640,2024-06-13 15:02:39.661,2024-06-13 15:02:42.661,./eeg_bundles\bundles\bundles\bundle_2785.npy
2786,file_10,8640,8670,2024-06-13 15:02:42.733,2024-06-13 15:02:45.559,./eeg_bundles\bundles\bundles\bundle_2786.npy
